dataset,subject,roi_id,source_system,emotion_generation,reappraisal_effect,look_neu_base,look_neg_base,reg_neg_base,look_negative_minus_neutral,regulate_negative_minus_look_negative
AHAB,2,13,reappraisal_only,0.278712032815175,-0.12369385002447,0.86885954713715,1.14757157995233,1.02387772992786,0.278712032815175,-0.12369385002447
AHAB,2,14,reappraisal_only,-0.258268840843192,0.209579745350911,0.0706965591032339,-0.187572281739959,0.0220074636109523,-0.258268840843192,0.209579745350911
AHAB,2,15,reappraisal_only,-0.1147540621857,0.386494231234282,0.237953920383006,0.123199858197306,0.509694089431588,-0.1147540621857,0.386494231234282
AHAB,2,16,reappraisal_only,-0.159989614665931,-0.0532642758254143,0.00424549022486813,-0.155744124441063,-0.209008400266477,-0.159989614665931,-0.0532642758254143
AHAB,2,17,common_appraisal,0.212212777288957,0.100015037424242,-0.0942738649953348,0.117938912293622,0.217953949717865,0.212212777288957,0.100015037424242
AHAB,2,18,common_appraisal,0.149770224304421,0.173338855047113,-0.0996527398504717,0.0501174844539492,0.223456339501062,0.149770224304421,0.173338855047113
AHAB,2,19,common_appraisal,-0.0313881664350388,0.195547027014745,-0.270314876982094,-0.301703043417132,-0.106156016402387,-0.0313881664350388,0.195547027014745
AHAB,2,20,common_appraisal,0.0795696609590739,0.298166037655125,-0.136584441241258,-0.057014780282184,0.241151257372941,0.0795696609590739,0.298166037655125
AHAB,2,21,common_appraisal,0.403896731126414,0.14799280018225,0.0131759750483029,0.417072706174717,0.565065506356967,0.403896731126414,0.14799280018225
AHAB,2,22,common_appraisal,0.299187254653022,0.111803217866086,0.0119205962159147,0.311107850868937,0.422911068735023,0.299187254653022,0.111803217866086
AHAB,2,23,common_appraisal,0.448408467296166,-0.297627600535471,-0.536245561864102,-0.0878370945679359,-0.385464695103406,0.448408467296166,-0.297627600535471
AHAB,2,24,common_appraisal,0.321169097146957,0.153567334402693,0.257877173291799,0.579046270438756,0.73261360484145,0.321169097146957,0.153567334402693
AHAB,2,25,common_appraisal,0.39709583614304,-0.136914870791324,-0.0193329646214147,0.377762871521626,0.240848000730301,0.39709583614304,-0.136914870791324
AHAB,2,26,common_appraisal,0.1537664776418,0.00485693704311717,0.273910665345758,0.427677142987558,0.432534080030676,0.1537664776418,0.00485693704311717
AHAB,2,27,common_appraisal,0.26143043967928,0.147115941848803,0.53739354741313,0.79882398709241,0.945939928941213,0.26143043967928,0.147115941848803
AHAB,2,28,common_appraisal,-0.115391590928828,0.0409744416194206,0.300379457798871,0.184987866870043,0.225962308489464,-0.115391590928828,0.0409744416194206
AHAB,2,29,common_appraisal,0.172482117583029,0.170554120154654,0.450865483247354,0.623347600830383,0.793901720985037,0.172482117583029,0.170554120154654
AHAB,2,30,common_appraisal,0.220836221081135,0.16182180111157,0.204738426752615,0.42557464783375,0.58739644894532,0.220836221081135,0.16182180111157
AHAB,2,31,non_modifiable_emotion,0.0759919140744882,-0.162101403242317,0.0886382053823371,0.164630119456825,0.00252871621450823,0.0759919140744882,-0.162101403242317
AHAB,2,32,non_modifiable_emotion,0.213874506553337,-0.162708067687048,0.114518254813749,0.328392761367086,0.165684693680038,0.213874506553337,-0.162708067687048
AHAB,2,33,non_modifiable_emotion,0.111064470185713,-0.0504524658967036,0.412380778046293,0.523445248232005,0.472992782335302,0.111064470185713,-0.0504524658967036
AHAB,2,34,non_modifiable_emotion,0.26146686060753,-0.0935444483419138,0.0300139686700737,0.291480829277604,0.19793638093569,0.26146686060753,-0.0935444483419138
AHAB,2,35,non_modifiable_emotion,0.0455055796285911,0.00530052314242048,0.194520305031009,0.2400258846596,0.245326407802021,0.0455055796285911,0.00530052314242048
AHAB,2,36,non_modifiable_emotion,0.437645147593382,-0.00280570280220774,-0.0729127161385905,0.364732431454791,0.361926728652583,0.437645147593382,-0.00280570280220774
AHAB,2,37,non_modifiable_emotion,0.366826510512875,0.162165858991931,0.193750359424224,0.560576869937099,0.722742728929029,0.366826510512875,0.162165858991931
AHAB,2,38,non_modifiable_emotion,0.255010311934896,-0.0385821407189507,-0.114691851970264,0.140318459964632,0.101736319245682,0.255010311934896,-0.0385821407189507
AHAB,2,39,non_modifiable_emotion,0.170674530442155,-0.132111637623778,-0.00364193334581183,0.167032597096343,0.0349209594725643,0.170674530442155,-0.132111637623778
AHAB,2,40,non_modifiable_emotion,0.909975887960927,-0.529224101693749,0.0685945736434035,0.97857046160433,0.449346359910581,0.909975887960927,-0.529224101693749
AHAB,2,41,non_modifiable_emotion,0.369301806325364,-0.0683106994578449,0.288565705272122,0.657867511597486,0.589556812139641,0.369301806325364,-0.0683106994578449
AHAB,2,42,non_modifiable_emotion,0.148515811065837,0.170572214580666,-0.231839686817821,-0.0833238757519841,0.0872483388286821,0.148515811065837,0.170572214580666
AHAB,2,43,non_modifiable_emotion,0.136858446724914,-0.196124158944381,0.216107235365623,0.352965682090537,0.156841523146156,0.136858446724914,-0.196124158944381
AHAB,2,44,non_modifiable_emotion,0.126125534065068,0.0453010147515064,-0.0834425865905359,0.0426829474745318,0.0879839622260382,0.126125534065068,0.0453010147515064
AHAB,2,45,non_modifiable_emotion,-0.131216131027911,0.110801837437755,-0.570691029653772,-0.701907160681683,-0.591105323243927,-0.131216131027911,0.110801837437755
AHAB,2,46,non_modifiable_emotion,0.172322796500176,-0.0875775110777063,0.00327681141612408,0.1755996079163,0.0880220968385933,0.172322796500176,-0.0875775110777063
AHAB,2,47,non_modifiable_emotion,-0.456013685957208,0.0256828948391534,-0.108939823220299,-0.564953509177507,-0.539270614338353,-0.456013685957208,0.0256828948391534
AHAB,2,48,non_modifiable_emotion,0.604053214176897,-0.0855878540891031,0.833248098119638,1.43730131229653,1.35171345820743,0.604053214176897,-0.0855878540891031
